"Timestamp","TZ","WD_AV (deg)","WS_AV (m/s)","WS_MX (m/s)","WS_IMX_WD (deg)","Bar_AV (hpa)","Bar_MX (hpa)","Bar_MN (hpa)","Hum_AV (%)","Hum_MX (%)","Hum_MN (%)","Temp_AV (degC)","Temp_MX (degC)","Temp_MN (degC)","Status","VEXT (V)"
2025/10/01 00:10:00.425,n,33.353786,2.00515,4.75,333,999.12128,999.2,999,81.092168,84.9,76.4,22.15251,22.3,21.9,0,11.486222
2025/10/01 00:20:00.428,n,18.811848,0.643217,2.21,354,999.12784,999.2,999,78.890952,81,77.3,21.99541,22.1,21.9,0,11.486222
2025/10/01 00:30:00.424,n,18.860402,1.561267,2.77,5,999.08248,999.1,999,80.567336,82,79.8,22.12732,22.2,22.1,0,11.486222
2025/10/01 00:40:00.425,n,358.49684,2.182216,3.73,349,999.1596,999.2,999.1,82.77436,84.6,81,22.259728,22.4,22.1,0,11.191704
2025/10/01 00:50:00.427,n,355.262,2.335784,3.41,351,999.23952,999.3,999.1,82.601272,84.8,81.8,22.283702,22.3,22.2,0,11.338964
2025/10/01 01:00:00.428,n,341.41496,2.940035,4.19,334,999.19688,999.3,999.1,82.34204,84,81,22.364456,22.4,22.3,0,11.338964
2025/10/01 01:10:00.428,n,341.12748,3.5419,4.67,338,999.21824,999.3,999.1,81.07236,83.1,79.9,22.35656,22.5,22.3,0,11.633482
2025/10/01 01:20:00.430,n,346.97788,3.457999,4.68,353,999.09952,999.2,999,81.123232,83.8,79.5,22.275148,22.4,22.2,0,11.633482
2025/10/01 01:30:00.434,n,348.23732,3.868985,5.17,349,998.97952,999.1,998.9,82.2614,85.2,80.4,22.197938,22.3,22.1,0,11.486222
2025/10/01 01:40:00.427,n,343.36756,4.469302,5.63,340,998.91288,999,998.8,80.37628,82.8,78.9,22.226202,22.3,22.2,0,11.338964
2025/10/01 01:50:00.425,n,338.5226,3.852236,5.43,347,999.05656,999.1,998.9,80.25112,82.3,78.3,22.210952,22.3,22.1,0,11.486222
2025/10/01 02:00:00.432,n,338.29048,3.269851,4.07,343,999.09688,999.1,999,79.622936,81.6,78.5,22.220408,22.3,22.2,0,11.338964
2025/10/01 02:10:00.428,n,339.14088,3.520516,5.13,340,998.96928,999.1,998.8,79.966488,81.9,78.2,22.230628,22.3,22.1,0,11.486222
2025/10/01 02:20:00.429,n,346.54636,3.534716,5.27,343,998.88064,998.9,998.8,77.660352,80.6,75.8,22.156636,22.2,22,0,11.486222
2025/10/01 02:30:00.424,n,0.365717,2.756667,3.54,348,998.91032,999,998.9,76.743992,78.8,74.5,22.249772,22.3,22.2,0,11.338964
2025/10/01 02:40:00.422,n,10.906878,2.421565,3.31,13,998.90152,999,998.8,77.8716,80.5,76.2,22.305552,22.4,22.3,0,11.633482
2025/10/01 02:50:00.428,n,3.643904,2.340566,3.06,8,998.85448,998.9,998.8,79.132472,80.9,77.9,22.267004,22.3,22.2,0,11.486222
2025/10/01 03:00:00.428,n,34.408216,2.122084,3.19,19,998.87368,998.9,998.8,80.78284,83.9,78.1,22.120652,22.3,21.7,0,11.338964
2025/10/01 03:10:00.424,n,76.328896,1.888267,2.99,66,998.90272,999,998.9,83.287792,85.9,82.1,21.663624,21.9,21,0,11.486222
2025/10/01 03:20:00.424,n,109.1175,2.445184,3.3,109,998.88608,998.9,998.8,87.742608,89.7,85.8,20.69961,21,20.5,0,11.338964
2025/10/01 03:30:00.425,n,127.551,1.7838,2.72,110,998.806,998.9,998.7,87.222488,89.9,85.9,20.71124,20.8,20.5,0,11.486222
2025/10/01 03:40:00.429,n,138.96336,1.740699,2.36,124,998.796,998.8,998.7,89.823384,90.9,88.7,20.467276,20.5,20.4,0,11.486222
2025/10/01 03:50:00.432,n,135.35778,2.1262,2.91,140,998.7872,998.8,998.7,87.557624,88.7,87.1,20.519186,20.6,20.4,0,11.486222
2025/10/01 04:00:00.435,n,125.30206,1.876182,2.14,127,998.68896,998.8,998.6,86.38444,87.7,84.3,20.604508,20.9,20.5,0,11.486222
2025/10/01 04:10:00.438,n,131.35742,1.588251,1.83,123,998.6944,998.8,998.6,83.367464,84.3,83.1,21.046224,21.1,20.9,0,11.486222
2025/10/01 04:20:00.426,n,127.94786,1.305201,1.5,119,998.6284,998.7,998.6,82.608112,83.3,81.7,21.181548,21.3,21.1,0,11.191704
2025/10/01 04:30:00.431,n,153.20986,1.740967,1.96,161,998.71848,998.8,998.7,84.312128,87.2,81.8,20.995452,21.3,20.7,0,11.486222
2025/10/01 04:40:00.428,n,151.72012,1.871967,2.66,150,998.94168,999,998.8,88.49224,89.6,87.2,20.359268,20.7,20.1,0,11.486222
2025/10/01 04:50:00.427,n,143.34302,1.801066,2.49,128,998.8948,999,998.8,89.391224,89.9,88.8,20.276598,20.4,20.1,0,11.486222
2025/10/01 05:00:00.427,n,144.448,2.2867,2.66,135,998.84712,999,998.8,90.672856,91.5,89.5,20.288814,20.4,20.2,0,11.486222
2025/10/01 05:10:00.423,n,171.78898,1.914134,2.29,171,998.80752,998.9,998.8,91.616488,92.4,90.9,20.205152,20.3,20.1,0,11.486222
2025/10/01 05:20:00.427,n,168.70804,2.133284,2.38,166,998.91112,999,998.8,92.77868,93,92.3,20.027006,20.1,20,0,11.486222
2025/10/01 05:30:00.430,n,160.07682,2.432816,2.99,148,999.00064,999.1,998.9,92.754864,93.3,92.3,19.98954,20,19.9,0,11.486222
2025/10/01 05:40:00.438,n,154.83324,2.452117,3.03,153,999.07248,999.1,999,92.54036,93.1,92.1,19.92168,20,19.9,0,11.486222
2025/10/01 05:50:00.424,n,166.38222,2.254366,2.99,160,999.09584,999.2,999,93.04824,93.4,92.4,19.875232,19.9,19.8,0,11.486222
2025/10/01 06:00:00.430,n,193.9799,2.000282,2.51,196,999.2048,999.3,999.1,92.356072,93,91.8,19.914372,20,19.8,0,11.191704
2025/10/01 06:10:00.425,n,160.94562,2.69615,3.81,161,999.38968,999.5,999.3,92.7846,93.6,91.8,19.80349,20,19.7,0,11.486222
2025/10/01 06:20:00.428,n,162.05606,2.830383,3.82,166,999.50424,999.6,999.4,93.220936,93.6,92.8,19.686718,19.8,19.6,0,11.191704
2025/10/01 06:30:00.429,n,169.63968,2.334834,3.16,173,999.56576,999.6,999.5,93.655464,93.9,93.3,19.628928,19.7,19.5,0,11.486222
2025/10/01 06:40:00.426,n,182.05706,2.381015,3.5,185,999.64304,999.7,999.6,93.422448,93.8,92.8,19.762612,19.9,19.7,0,11.486222
2025/10/01 06:50:00.430,n,190.13872,2.389017,3.8,182,999.73984,999.9,999.6,92.29616,93.2,91.3,20.072042,20.2,19.9,0,11.338964
2025/10/01 07:00:00.430,n,186.24,2.583817,4.3,184,999.80248,999.9,999.7,90.55564,91.5,89.7,20.263732,20.3,20.2,0,11.486222
2025/10/01 07:10:00.433,n,172.90486,3.906151,5.38,169,999.7232,999.8,999.7,90.168792,91.6,89.2,20.279794,20.3,20.2,0,11.486222
2025/10/01 07:20:00.439,n,176.32302,2.809234,5.14,168,999.91672,1000.1,999.7,91.33276,92.1,90.2,20.262896,20.5,20.1,0,12.07526
2025/10/01 07:30:00.427,n,187.433,2.104083,3.63,211,1000.0996,1000.2,1000.1,90.590936,91.2,89.5,20.668916,20.9,20.5,0,11.633482
2025/10/01 07:40:00.424,n,194.41108,1.868467,3.1,228,1000.0996,1000.2,1000.1,89.874952,90.6,89.1,21.001164,21.1,20.9,0,11.633482
2025/10/01 07:50:00.427,n,178.97282,2.386251,3.93,176,1000.1048,1000.2,1000.1,89.887448,90.5,89.1,21.00559,21.2,20.9,0,12.07526
2025/10/01 08:00:00.425,n,177.54364,3.819546,5.79,190,1000.1214,1000.2,1000.1,88.034864,89.3,86.7,21.262922,21.4,21.1,0,12.517038
2025/10/01 08:10:00.423,n,168.05252,4.291035,5.76,157,1000.0846,1000.2,1000,87.604144,88.2,86.3,21.386192,21.5,21.3,0,12.36978
2025/10/01 08:20:00.427,n,174.6503,4.506017,6.31,182,1000.0122,1000.1,999.9,87.283184,88.3,85.9,21.51663,21.7,21.3,0,12.664298
2025/10/01 08:30:00.425,n,177.52682,4.037898,6.02,175,1000.006,1000.1,999.9,85.221208,86.8,82.3,21.86369,22.3,21.6,0,12.664298
2025/10/01 08:40:00.424,n,187.75556,3.452934,5.48,199,1000.0552,1000.1,1000,82.507888,84.3,80.9,22.345628,22.6,22.1,0,13.106074
2025/10/01 08:50:00.428,n,171.09666,4.75692,7.1,164,999.98672,1000.1,999.9,80.618648,82,79.8,22.41162,22.6,22.3,0,12.07526
2025/10/01 09:00:00.430,n,180.24288,3.900386,7.01,189,1000.0046,1000.1,999.9,79.14968,80.9,77.6,22.741916,23,22.5,0,12.664298
2025/10/01 09:10:00.426,n,179.30554,3.2283,5.46,167,999.90384,1000,999.8,78.865592,79.9,78.2,22.735536,22.8,22.6,0,12.36978
2025/10/01 09:20:00.424,n,173.99762,3.097083,5.11,165,999.94248,1000,999.9,77.289064,78.8,75.5,22.937588,23.2,22.8,0,12.664298
2025/10/01 09:30:00.424,n,175.88862,2.840766,4.83,184,999.94488,1000,999.9,75.403552,76.9,73.7,23.14398,23.4,22.9,0,12.517038
2025/10/01 09:40:00.430,n,191.60102,1.844066,4.4,174,999.96136,1000,999.9,73.165152,75.6,71.4,23.60661,23.9,23.2,0,12.517038
2025/10/01 09:50:00.429,n,211.43586,0.8848,2.29,151,999.99784,1000.1,999.9,70.375176,72.9,67.3,24.272758,24.9,23.6,0,12.517038
