"Timestamp","TZ","WD_AV (deg)","WS_AV (m/s)","WS_MX (m/s)","WS_IMX_WD (deg)","Bar_AV (hpa)","Bar_MX (hpa)","Bar_MN (hpa)","Hum_AV (%)","Hum_MX (%)","Hum_MN (%)","Temp_AV (degC)","Temp_MX (degC)","Temp_MN (degC)","Status","VEXT (V)"
2025/07/02 13:50:00.171,n,266.91714,0.000138,0.02,269,9999,9999,9999,9999,9999,9999,55.03454,55.5,54.7,2025,17.082076
2025/07/02 14:00:00.171,n,267.28794,0.000283,0.01,269,9999,9999,9999,9999,9999,9999,54.973288,55.2,54.7,2025,16.345778
2025/07/02 14:10:00.150,n,320.39614,0.005195,0.01,269,995.22216,995.3,994.8,56.44638,58,55.2,39.705516,54.7,26.9,0,16.934816
2025/07/02 14:20:00.152,n,262.35816,0.007883,0.01,262,995.20768,995.3,995.1,53.780676,55.2,52.9,27.076396,27.2,27,0,16.787556
2025/07/02 14:30:00.154,n,262.9386,0.009,0.01,268,995.00856,995.2,994.8,52.473948,52.9,52.1,27.248948,27.3,27.2,0,17.229334
2025/07/03 14:10:02.096,n,2.486768,0.39493,1.03,8,999.20672,999.3,999.2,70.864792,71.3,70.6,31.777482,31.9,31.7,9999,11.633482
2025/07/03 14:20:01.492,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.338964
2025/07/03 14:30:01.759,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.633482
2025/07/03 14:40:02.061,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.633482
2025/07/03 14:50:01.500,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.633482
2025/07/03 15:00:01.849,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.633482
2025/07/03 15:10:01.110,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.633482
2025/07/03 15:20:01.270,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.486222
2025/07/03 15:30:01.568,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.928
2025/07/03 15:40:01.802,n,-8e+09,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11.633482
2025/07/03 15:50:00.426,n,354.98312,0.263297,1.18,51,998.3768,998.5,998.3,62.919972,66.699996,59.2,31.332316,32.099998,30.6,0,12.07526
2025/07/03 16:00:00.426,n,173.59072,2.01415,4.06,180,998.03376,998.4,997.8,62.767312,68.1,56.2,30.975852,32.7,29.4,0,12.07526
2025/07/03 16:10:00.430,n,173.27482,1.895649,3.5,166,997.77888,997.9,997.7,68.11704,69.1,67.6,29.441212,29.7,29.3,0,11.928
2025/07/03 16:20:00.433,n,175.76206,1.856067,3.42,180,997.69712,997.8,997.7,67.455872,68.5,65.699996,29.679692,29.9,29.5,0,11.928
2025/07/03 16:30:00.436,n,185.34548,1.266633,2.23,154,997.72304,997.8,997.7,64.947068,67.4,61.9,30.244478,30.5,29.9,0,11.633482
2025/07/03 16:40:00.427,n,260.61988,2.070749,4.11,304,997.78312,997.8,997.7,67.725216,74.4,62.5,29.997148,30.7,29,0,11.633482
2025/07/03 16:50:00.427,n,278.4134,2.514251,3.98,278,997.86808,998,997.7,72.371696,74.1,69.8,28.742888,29,28.5,0,11.633482
